Order ID;Product;Category;Unit Price;Quantity;Customer;Ship City;Ship Country;Order Date
10264;Jack's New England Clam Chowder;Seafood;7,7;25;Folk och fä HB;Bräcke;Sweden;24-Jul-96
10264;Chang;Beverages;15,2;35;Folk och fä HB;Bräcke;Sweden;24-Jul-96
10265;Alice Mutton;Meat/Poultry;31,2;30;Blondesddsl père et fils;Strasbourg;France;25-Jul-96
10265;Outback Lager;Beverages;12;20;Blondesddsl père et fils;Strasbourg;France;25-Jul-96
10266;Queso Manchego La Pastora;Dairy Products;30,4;12;Wartian Herkku;Oulu;Finland;26-Jul-96
10267;Boston Crab Meat;Seafood;14,7;50;Frankenversand;München;Germany;29-Jul-96
10267;Raclette Courdavault;Dairy Products;44;70;Frankenversand;München;Germany;29-Jul-96
10267;Lakkalikööri;Beverages;14,4;15;Frankenversand;München;Germany;29-Jul-96
10268;Thüringer Rostbratwurst;Meat/Poultry;99;10;GROSELLA-Restaurante;Caracas;Venezuela;30-Jul-96
10268;Mozzarella di Giovanni;Dairy Products;27,8;4;GROSELLA-Restaurante;Caracas;Venezuela;30-Jul-96
10269;Geitost;Dairy Products;2;60;White Clover Markets;Seattle;USA;31-Jul-96
10269;Mozzarella di Giovanni;Dairy Products;27,8;20;White Clover Markets;Seattle;USA;31-Jul-96
10270;Inlagd Sill;Seafood;15,2;30;Wartian Herkku;Oulu;Finland;1-Aug-96
10270;Ipoh Coffee;Beverages;36,8;25;Wartian Herkku;Oulu;Finland;1-Aug-96
10271;Geitost;Dairy Products;2;24;Split Rail Beer & Ale;Lander;USA;1-Aug-96
10272;Gorgonzola Telino;Dairy Products;10;40;Rattlesnake Canyon Grocery;Albuquerque;USA;2-Aug-96
10272;Sir Rodney's Marmalade;Confections;64,8;6;Rattlesnake Canyon Grocery;Albuquerque;USA;2-Aug-96
10272;Mozzarella di Giovanni;Dairy Products;27,8;24;Rattlesnake Canyon Grocery;Albuquerque;USA;2-Aug-96
10273;Ikura;Seafood;24,8;24;QUICK-Stop;Cunewalde;Germany;5-Aug-96
10273;Gorgonzola Telino;Dairy Products;10;15;QUICK-Stop;Cunewalde;Germany;5-Aug-96
10273;Geitost;Dairy Products;2;20;QUICK-Stop;Cunewalde;Germany;5-Aug-96
10273;Boston Crab Meat;Seafood;14,7;60;QUICK-Stop;Cunewalde;Germany;5-Aug-96
10273;Lakkalikööri;Beverages;14,4;33;QUICK-Stop;Cunewalde;Germany;5-Aug-96
10274;Flotemysost;Dairy Products;17,2;20;Vins et alcools Chevalier;Reims;France;6-Aug-96
10274;Mozzarella di Giovanni;Dairy Products;27,8;7;Vins et alcools Chevalier;Reims;France;6-Aug-96
10275;Raclette Courdavault;Dairy Products;44;6;Magazzini Alimentari Riuniti;Bergamo;Italy;7-Aug-96
10275;Guaraná Fantástica;Beverages;3,6;12;Magazzini Alimentari Riuniti;Bergamo;Italy;7-Aug-96
10276;Ikura;Seafood;24,8;15;Tortuga Restaurante;México D.F.;Mexico;8-Aug-96
10276;Konbu;Seafood;4,8;10;Tortuga Restaurante;México D.F.;Mexico;8-Aug-96
10277;Rössle Sauerkraut;Produce;36,4;20;Morgenstern Gesundkost;Leipzig;Germany;9-Aug-96
10277;Tarte au sucre;Confections;39,4;12;Morgenstern Gesundkost;Leipzig;Germany;9-Aug-96
10278;Raclette Courdavault;Dairy Products;44;15;Berglunds snabbköp;Luleå;Sweden;12-Aug-96
10278;Vegie-spread;Condiments;35,1;8;Berglunds snabbköp;Luleå;Sweden;12-Aug-96
10278;Gula Malacca;Condiments;15,5;16;Berglunds snabbköp;Luleå;Sweden;12-Aug-96
10278;Röd Kaviar;Seafood;12;25;Berglunds snabbköp;Luleå;Sweden;12-Aug-96
10279;Alice Mutton;Meat/Poultry;31,2;15;Lehmanns Marktstand;Frankfurt a.M.;Germany;13-Aug-96
10280;Guaraná Fantástica;Beverages;3,6;12;Berglunds snabbköp;Luleå;Sweden;14-Aug-96
10280;Pâté chinois;Meat/Poultry;19,2;20;Berglunds snabbköp;Luleå;Sweden;14-Aug-96
10280;Rhönbräu Klosterbier;Beverages;6,2;30;Berglunds snabbköp;Luleå;Sweden;14-Aug-96
10281;Guaraná Fantástica;Beverages;3,6;6;Romero y tomillo;Madrid;Spain;14-Aug-96
10281;Teatime Chocolate Biscuits;Confections;7,3;1;Romero y tomillo;Madrid;Spain;14-Aug-96
10281;Steeleye Stout;Beverages;14,4;4;Romero y tomillo;Madrid;Spain;14-Aug-96
10282;Nord-Ost Matjeshering;Seafood;20,7;6;Romero y tomillo;Madrid;Spain;15-Aug-96
10282;Ravioli Angelo;Grains/Cereals;15,6;2;Romero y tomillo;Madrid;Spain;15-Aug-96
10283;Camembert Pierrot;Dairy Products;27,2;35;LILA-Supermercado;Barquisimeto;Venezuela;16-Aug-96
10283;Teatime Chocolate Biscuits;Confections;7,3;18;LILA-Supermercado;Barquisimeto;Venezuela;16-Aug-96
10283;Genen Shouyu;Condiments;12,4;20;LILA-Supermercado;Barquisimeto;Venezuela;16-Aug-96
10283;Mozzarella di Giovanni;Dairy Products;27,8;3;LILA-Supermercado;Barquisimeto;Venezuela;16-Aug-96
10284;Schoggi Schokolade;Confections;35,1;15;Lehmanns Marktstand;Frankfurt a.M.;Germany;19-Aug-96
10284;Gula Malacca;Condiments;15,5;21;Lehmanns Marktstand;Frankfurt a.M.;Germany;19-Aug-96
10284;Camembert Pierrot;Dairy Products;27,2;20;Lehmanns Marktstand;Frankfurt a.M.;Germany;19-Aug-96
10284;Laughing Lumberjack Lager;Beverages;11,2;5;Lehmanns Marktstand;Frankfurt a.M.;Germany;19-Aug-96
10285;Perth Pasties;Meat/Poultry;26,2;36;QUICK-Stop;Cunewalde;Germany;20-Aug-96
10285;Boston Crab Meat;Seafood;14,7;40;QUICK-Stop;Cunewalde;Germany;20-Aug-96
10285;Chai;Meat/Poultry;14,4;45;QUICK-Stop;Cunewalde;Germany;20-Aug-96
10286;Steeleye Stout;Beverages;14,4;100;QUICK-Stop;Cunewalde;Germany;21-Aug-96
10286;Tarte au sucre;Confections;39,4;40;QUICK-Stop;Cunewalde;Germany;21-Aug-96
10287;Sasquatch Ale;Beverages;11,2;20;Ricardo Adocicados;Rio de Janeiro;Brazil;22-Aug-96
10287;Spegesild;Seafood;9,6;15;Ricardo Adocicados;Rio de Janeiro;Brazil;22-Aug-96
10287;Pavlova;Confections;13,9;40;Ricardo Adocicados;Rio de Janeiro;Brazil;22-Aug-96
10288;Tourtière;Meat/Poultry;5,9;10;Reggiani Caseifici;Reggio Emilia;Italy;23-Aug-96
10288;Scottish Longbreads;Confections;10;3;Reggiani Caseifici;Reggio Emilia;Italy;23-Aug-96
10289;Wimmers gute Semmelknödel;Grains/Cereals;26,6;9;B's Beverages;London;UK;26-Aug-96
10289;Aniseed Syrup;Condiments;8;30;B's Beverages;London;UK;26-Aug-96
10290;Chef Anton's Gumbo Mix;Produce;17;20;Comércio Mineiro;Sao Paulo;Brazil;27-Aug-96
10290;Maxilaku;Confections;16;15;Comércio Mineiro;Sao Paulo;Brazil;27-Aug-96
10290;Thüringer Rostbratwurst;Meat/Poultry;99;15;Comércio Mineiro;Sao Paulo;Brazil;27-Aug-96
10290;Original Frankfurter grüne Soße;Condiments;10,4;10;Comércio Mineiro;Sao Paulo;Brazil;27-Aug-96
10291;Manjimup Dried Apples;Produce;42,4;2;Que Delícia;Rio de Janeiro;Brazil;27-Aug-96
10291;Gula Malacca;Condiments;15,5;24;Que Delícia;Rio de Janeiro;Brazil;27-Aug-96
10291;Konbu;Seafood;4,8;20;Que Delícia;Rio de Janeiro;Brazil;27-Aug-96
10292;Sir Rodney's Marmalade;Confections;64,8;20;Tradição Hipermercados;Sao Paulo;Brazil;28-Aug-96
10293;Carnarvon Tigers;Beverages;50;12;Tortuga Restaurante;México D.F.;Mexico;29-Aug-96
10293;Guaraná Fantástica;Beverages;3,6;10;Tortuga Restaurante;México D.F.;Mexico;29-Aug-96
10293;Vegie-spread;Condiments;35,1;5;Tortuga Restaurante;México D.F.;Mexico;29-Aug-96
10293;Rhönbräu Klosterbier;Beverages;6,2;6;Tortuga Restaurante;México D.F.;Mexico;29-Aug-96
10294;Camembert Pierrot;Dairy Products;27,2;21;Rattlesnake Canyon Grocery;Albuquerque;USA;30-Aug-96
10294;Alice Mutton;Meat/Poultry;31,2;15;Rattlesnake Canyon Grocery;Albuquerque;USA;30-Aug-96
10294;Chai;Meat/Poultry;14,4;18;Rattlesnake Canyon Grocery;Albuquerque;USA;30-Aug-96
10294;Ipoh Coffee;Beverages;36,8;15;Rattlesnake Canyon Grocery;Albuquerque;USA;30-Aug-96
10294;Rhönbräu Klosterbier;Beverages;6,2;6;Rattlesnake Canyon Grocery;Albuquerque;USA;30-Aug-96
10295;Gnocchi di nonna Alice;Grains/Cereals;30,4;4;Vins et alcools Chevalier;Reims;France;2-Sep-96
10296;Gudbrandsdalsost;Dairy Products;28,8;15;LILA-Supermercado;Barquisimeto;Venezuela;3-Sep-96
10296;Queso Cabrales;Dairy Products;16,8;12;LILA-Supermercado;Barquisimeto;Venezuela;3-Sep-96
10296;Pavlova;Confections;13,9;30;LILA-Supermercado;Barquisimeto;Venezuela;3-Sep-96
10297;Chartreuse verte;Beverages;14,4;60;Blondesddsl père et fils;Strasbourg;France;4-Sep-96
10297;Mozzarella di Giovanni;Dairy Products;27,8;20;Blondesddsl père et fils;Strasbourg;France;4-Sep-96
10298;Inlagd Sill;Seafood;15,2;40;Hungry Owl All-Night Grocers;Cork;Ireland;5-Sep-96
10298;Chang;Beverages;15,2;40;Hungry Owl All-Night Grocers;Cork;Ireland;5-Sep-96
10298;Raclette Courdavault;Dairy Products;44;30;Hungry Owl All-Night Grocers;Cork;Ireland;5-Sep-96
10298;Tarte au sucre;Confections;39,4;15;Hungry Owl All-Night Grocers;Cork;Ireland;5-Sep-96
10299;Outback Lager;Beverages;12;20;Ricardo Adocicados;Rio de Janeiro;Brazil;6-Sep-96
10299;Teatime Chocolate Biscuits;Confections;7,3;15;Ricardo Adocicados;Rio de Janeiro;Brazil;6-Sep-96
10300;Louisiana Hot Spiced Okra;Condiments;13,6;30;Magazzini Alimentari Riuniti;Bergamo;Italy;9-Sep-96
10300;Scottish Longbreads;Confections;10;20;Magazzini Alimentari Riuniti;Bergamo;Italy;9-Sep-96
10301;Gnocchi di nonna Alice;Grains/Cereals;30,4;20;Die Wandernde Kuh;Stuttgart;Germany;9-Sep-96
10301;Boston Crab Meat;Seafood;14,7;10;Die Wandernde Kuh;Stuttgart;Germany;9-Sep-96
10302;Ipoh Coffee;Beverages;36,8;12;Suprêmes délices;Charleroi;Belgium;10-Sep-96
10302;Rössle Sauerkraut;Produce;36,4;28;Suprêmes délices;Charleroi;Belgium;10-Sep-96
10302;Alice Mutton;Meat/Poultry;31,2;40;Suprêmes délices;Charleroi;Belgium;10-Sep-96
10303;Boston Crab Meat;Seafood;14,7;40;Godos Cocina Típica;Sevilla;Spain;11-Sep-96
10303;Scottish Longbreads;Confections;10;15;Godos Cocina Típica;Sevilla;Spain;11-Sep-96
10303;Louisiana Fiery Hot Pepper Sauce;Condiments;16,8;30;Godos Cocina Típica;Sevilla;Spain;11-Sep-96
10304;Flotemysost;Dairy Products;17,2;2;Tortuga Restaurante;México D.F.;Mexico;12-Sep-96
10304;Raclette Courdavault;Dairy Products;44;10;Tortuga Restaurante;México D.F.;Mexico;12-Sep-96
10304;Maxilaku;Confections;16;30;Tortuga Restaurante;México D.F.;Mexico;12-Sep-96
10305;Chartreuse verte;Beverages;14,4;30;Old World Delicatessen;Anchorage;USA;13-Sep-96
10305;Thüringer Rostbratwurst;Meat/Poultry;99;25;Old World Delicatessen;Anchorage;USA;13-Sep-96
10305;Carnarvon Tigers;Beverages;50;25;Old World Delicatessen;Anchorage;USA;13-Sep-96
10306;Nord-Ost Matjeshering;Seafood;20,7;10;Romero y tomillo;Madrid;Spain;16-Sep-96
10306;Perth Pasties;Meat/Poultry;26,2;10;Romero y tomillo;Madrid;Spain;16-Sep-96
10306;Tourtière;Meat/Poultry;5,9;5;Romero y tomillo;Madrid;Spain;16-Sep-96
10307;Tarte au sucre;Confections;39,4;10;Lonesome Pine Restaurant;Portland;USA;17-Sep-96
10307;Scottish Longbreads;Confections;10;3;Lonesome Pine Restaurant;Portland;USA;17-Sep-96
10308;Gudbrandsdalsost;Dairy Products;28,8;1;Ana Trujillo Emparedados y helados;México D.F.;Mexico;18-Sep-96
10308;Outback Lager;Beverages;12;5;Ana Trujillo Emparedados y helados;México D.F.;Mexico;18-Sep-96
10309;Flotemysost;Dairy Products;17,2;3;Hungry Owl All-Night Grocers;Cork;Ireland;19-Sep-96
10309;Singaporean Hokkien Fried Mee;Grains/Cereals;11,2;2;Hungry Owl All-Night Grocers;Cork;Ireland;19-Sep-96
10309;Ipoh Coffee;Beverages;36,8;20;Hungry Owl All-Night Grocers;Cork;Ireland;19-Sep-96
10309;Chef Anton's Cajun Seasoning;Seafood;17,6;20;Hungry Owl All-Night Grocers;Cork;Ireland;19-Sep-96
10309;Grandma's Boysenberry Spread;Condiments;20;30;Hungry Owl All-Night Grocers;Cork;Ireland;19-Sep-96
10310;Pavlova;Confections;13,9;10;The Big Cheese;Portland;USA;20-Sep-96
10310;Tarte au sucre;Confections;39,4;5;The Big Cheese;Portland;USA;20-Sep-96
10311;Gudbrandsdalsost;Dairy Products;28,8;7;Du monde entier;Nantes;France;20-Sep-96
10311;Singaporean Hokkien Fried Mee;Grains/Cereals;11,2;6;Du monde entier;Nantes;France;20-Sep-96
10312;Ipoh Coffee;Beverages;36,8;24;Die Wandernde Kuh;Stuttgart;Germany;23-Sep-96
10312;Rössle Sauerkraut;Produce;36,4;4;Die Wandernde Kuh;Stuttgart;Germany;23-Sep-96
10312;Perth Pasties;Meat/Poultry;26,2;20;Die Wandernde Kuh;Stuttgart;Germany;23-Sep-96
10312;Rhönbräu Klosterbier;Beverages;6,2;10;Die Wandernde Kuh;Stuttgart;Germany;23-Sep-96
10313;Inlagd Sill;Seafood;15,2;12;QUICK-Stop;Cunewalde;Germany;24-Sep-96
10314;Mascarpone Fabioli;Dairy Products;25,6;40;Rattlesnake Canyon Grocery;Albuquerque;USA;25-Sep-96
10314;Tarte au sucre;Confections;39,4;25;Rattlesnake Canyon Grocery;Albuquerque;USA;25-Sep-96
10314;Escargots de Bourgogne;Seafood;10,6;30;Rattlesnake Canyon Grocery;Albuquerque;USA;25-Sep-96
10315;Outback Lager;Beverages;12;30;Island Trading;Cowes;UK;26-Sep-96
10315;Sasquatch Ale;Beverages;11,2;14;Island Trading;Cowes;UK;26-Sep-96
10316;Jack's New England Clam Chowder;Seafood;7,7;10;Rattlesnake Canyon Grocery;Albuquerque;USA;27-Sep-96
10316;Tarte au sucre;Confections;39,4;70;Rattlesnake Canyon Grocery;Albuquerque;USA;27-Sep-96
10317;Chai;Meat/Poultry;14,4;20;Lonesome Pine Restaurant;Portland;USA;30-Sep-96
10318;Jack's New England Clam Chowder;Seafood;7,7;20;Island Trading;Cowes;UK;1-Oct-96
10318;Lakkalikööri;Beverages;14,4;6;Island Trading;Cowes;UK;1-Oct-96
10319;Rössle Sauerkraut;Produce;36,4;14;Tortuga Restaurante;México D.F.;Mexico;2-Oct-96
10319;Alice Mutton;Meat/Poultry;31,2;8;Tortuga Restaurante;México D.F.;Mexico;2-Oct-96
10319;Lakkalikööri;Beverages;14,4;30;Tortuga Restaurante;México D.F.;Mexico;2-Oct-96
10320;Flotemysost;Dairy Products;17,2;30;Wartian Herkku;Oulu;Finland;3-Oct-96
10321;Steeleye Stout;Beverages;14,4;10;Island Trading;Cowes;UK;3-Oct-96
10322;Filo Mix;Grains/Cereals;5,6;20;Pericles Comidas clásicas;México D.F.;Mexico;4-Oct-96
10323;Chartreuse verte;Beverages;14,4;4;Königlich Essen;Brandenburg;Germany;7-Oct-96
10323;NuNuCa Nuß-Nougat-Creme;Confections;11,2;4;Königlich Essen;Brandenburg;Germany;7-Oct-96
10323;Genen Shouyu;Condiments;12,4;5;Königlich Essen;Brandenburg;Germany;7-Oct-96
10324;Pavlova;Confections;13,9;21;Save-a-lot Markets;Boise;USA;8-Oct-96
10324;Spegesild;Seafood;9,6;30;Save-a-lot Markets;Boise;USA;8-Oct-96
10324;Steeleye Stout;Beverages;14,4;70;Save-a-lot Markets;Boise;USA;8-Oct-96
10324;Vegie-spread;Condiments;35,1;80;Save-a-lot Markets;Boise;USA;8-Oct-96
10324;Raclette Courdavault;Dairy Products;44;40;Save-a-lot Markets;Boise;USA;8-Oct-96
10325;Gorgonzola Telino;Dairy Products;10;4;Königlich Essen;Brandenburg;Germany;9-Oct-96
10325;Tofu;Produce;18,6;9;Königlich Essen;Brandenburg;Germany;9-Oct-96
10325;Konbu;Seafood;4,8;12;Königlich Essen;Brandenburg;Germany;9-Oct-96
10325;Grandma's Boysenberry Spread;Condiments;20;6;Königlich Essen;Brandenburg;Germany;9-Oct-96
10325;Mozzarella di Giovanni;Dairy Products;27,8;40;Königlich Essen;Brandenburg;Germany;9-Oct-96
10326;Chef Anton's Cajun Seasoning;Seafood;17,6;24;Bólido Comidas preparadas;Madrid;Spain;10-Oct-96
10326;Ravioli Angelo;Grains/Cereals;15,6;16;Bólido Comidas preparadas;Madrid;Spain;10-Oct-96
10326;Rhönbräu Klosterbier;Beverages;6,2;50;Bólido Comidas preparadas;Madrid;Spain;10-Oct-96
10327;Escargots de Bourgogne;Seafood;10,6;30;Folk och fä HB;Bräcke;Sweden;11-Oct-96
10327;Chang;Beverages;15,2;25;Folk och fä HB;Bräcke;Sweden;11-Oct-96
10327;Queso Cabrales;Dairy Products;16,8;50;Folk och fä HB;Bräcke;Sweden;11-Oct-96
10327;Nord-Ost Matjeshering;Seafood;20,7;35;Folk och fä HB;Bräcke;Sweden;11-Oct-96
10328;Raclette Courdavault;Dairy Products;44;9;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;14-Oct-96
10328;Louisiana Fiery Hot Pepper Sauce;Condiments;16,8;40;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;14-Oct-96
10328;Scottish Longbreads;Confections;10;10;Furia Bacalhau e Frutos do Mar;Lisboa;Portugal;14-Oct-96
10329;Gnocchi di nonna Alice;Grains/Cereals;30,4;12;Split Rail Beer & Ale;Lander;USA;15-Oct-96
10329;Nord-Ost Matjeshering;Seafood;20,7;8;Split Rail Beer & Ale;Lander;USA;15-Oct-96
10329;Côte de Blaye;Beverages;210,8;20;Split Rail Beer & Ale;Lander;USA;15-Oct-96
10329;Teatime Chocolate Biscuits;Confections;7,3;10;Split Rail Beer & Ale;Lander;USA;15-Oct-96
10330;Gumbär Gummibärchen;Confections;24,9;50;LILA-Supermercado;Barquisimeto;Venezuela;16-Oct-96
10330;Mozzarella di Giovanni;Dairy Products;27,8;25;LILA-Supermercado;Barquisimeto;Venezuela;16-Oct-96
10331;Tourtière;Meat/Poultry;5,9;15;Bon app';Marseille;France;16-Oct-96
10332;Carnarvon Tigers;Beverages;50;40;Mère Paillarde;Montréal;Canada;17-Oct-96
10332;Zaanse koeken;Confections;7,6;16;Mère Paillarde;Montréal;Canada;17-Oct-96
10332;Singaporean Hokkien Fried Mee;Grains/Cereals;11,2;10;Mère Paillarde;Montréal;Canada;17-Oct-96
10333;Sir Rodney's Scones;Confections;8;10;Wartian Herkku;Oulu;Finland;18-Oct-96
10333;Tofu;Produce;18,6;10;Wartian Herkku;Oulu;Finland;18-Oct-96
10333;Flotemysost;Dairy Products;17,2;40;Wartian Herkku;Oulu;Finland;18-Oct-96
10334;Scottish Longbreads;Confections;10;10;Victuailles en stock;Lyon;France;21-Oct-96
10334;Filo Mix;Grains/Cereals;5,6;8;Victuailles en stock;Lyon;France;21-Oct-96
10335;Manjimup Dried Apples;Produce;42,4;48;Hungry Owl All-Night Grocers;Cork;Ireland;22-Oct-96
10335;Mascarpone Fabioli;Dairy Products;25,6;6;Hungry Owl All-Night Grocers;Cork;Ireland;22-Oct-96
10335;Gorgonzola Telino;Dairy Products;10;25;Hungry Owl All-Night Grocers;Cork;Ireland;22-Oct-96
10335;Chang;Beverages;15,2;7;Hungry Owl All-Night Grocers;Cork;Ireland;22-Oct-96
10336;Chef Anton's Cajun Seasoning;Seafood;17,6;18;Princesa Isabel Vinhos;Lisboa;Portugal;23-Oct-96
10337;Gumbär Gummibärchen;Confections;24,9;24;Frankenversand;München;Germany;24-Oct-96
10337;Tunnbröd;Grains/Cereals;7,2;40;Frankenversand;München;Germany;24-Oct-96
10337;Inlagd Sill;Seafood;15,2;20;Frankenversand;München;Germany;24-Oct-96
10337;Gravad lax;Seafood;20,8;28;Frankenversand;München;Germany;24-Oct-96
10337;Mozzarella di Giovanni;Dairy Products;27,8;25;Frankenversand;München;Germany;24-Oct-96
10338;Nord-Ost Matjeshering;Seafood;20,7;15;Old World Delicatessen;Anchorage;USA;25-Oct-96
10338;Alice Mutton;Meat/Poultry;31,2;20;Old World Delicatessen;Anchorage;USA;25-Oct-96
10339;Alice Mutton;Meat/Poultry;31,2;70;Mère Paillarde;Montréal;Canada;28-Oct-96
10339;Chef Anton's Cajun Seasoning;Seafood;17,6;10;Mère Paillarde;Montréal;Canada;28-Oct-96
10339;Tarte au sucre;Confections;39,4;28;Mère Paillarde;Montréal;Canada;28-Oct-96
10340;Carnarvon Tigers;Beverages;50;20;Bon app';Marseille;France;29-Oct-96
10340;Ipoh Coffee;Beverages;36,8;40;Bon app';Marseille;France;29-Oct-96
10340;Jack's New England Clam Chowder;Seafood;7,7;12;Bon app';Marseille;France;29-Oct-96
10341;Geitost;Dairy Products;2;8;Simons bistro;Kobenhavn;Denmark;29-Oct-96
10341;Raclette Courdavault;Dairy Products;44;9;Simons bistro;Kobenhavn;Denmark;29-Oct-96
10342;Pâté chinois;Meat/Poultry;19,2;40;Frankenversand;München;Germany;30-Oct-96
10342;Inlagd Sill;Seafood;15,2;40;Frankenversand;München;Germany;30-Oct-96
10342;Gorgonzola Telino;Dairy Products;10;56;Frankenversand;München;Germany;30-Oct-96
10342;Chang;Beverages;15,2;24;Frankenversand;München;Germany;30-Oct-96
10343;Scottish Longbreads;Confections;10;4;Lehmanns Marktstand;Frankfurt a.M.;Germany;31-Oct-96
10343;Wimmers gute Semmelknödel;Grains/Cereals;26,6;50;Lehmanns Marktstand;Frankfurt a.M.;Germany;31-Oct-96
10343;Lakkalikööri;Beverages;14,4;15;Lehmanns Marktstand;Frankfurt a.M.;Germany;31-Oct-96
10344;Chef Anton's Cajun Seasoning;Seafood;17,6;35;White Clover Markets;Seattle;USA;1-Nov-96
